antibody_id,surface_hydrophobicity,surface_aromaticity,surface_polarity,surface_charge,total_sasa
GDPa1-047,0.2296195652173913,0.10054347826086957,0.35054347826086957,0.025815217391304348,10514.568593623384
GDPa1-048,0.260989010989011,0.13598901098901098,0.3557692307692308,0.038461538461538464,10004.97155659389
GDPa1-049,0.25068870523415976,0.10192837465564739,0.3347107438016529,-0.013774104683195593,10148.272717182823
GDPa1-050,0.25474254742547425,0.11788617886178862,0.34010840108401086,0.018970189701897018,10115.34444694544
GDPa1-051,0.23392612859097128,0.12175102599179206,0.3173734610123119,0.027359781121751026,10336.946384974288
GDPa1-052,0.25204359673024523,0.0885558583106267,0.3678474114441417,-0.004087193460490463,10029.018400627128
GDPa1-053,0.23333333333333334,0.10694444444444444,0.36666666666666664,0.08333333333333333,9958.423501244471
GDPa1-054,0.23922114047287898,0.1168289290681502,0.3810848400556328,0.048678720445062586,10141.58460529337
GDPa1-055,0.21610169491525424,0.0903954802259887,0.3615819209039548,0.05084745762711865,9938.745194026389
GDPa1-056,0.2507042253521127,0.12394366197183099,0.32535211267605635,0.05211267605633803,9948.77378247469
GDPa1-057,0.22253521126760564,0.08450704225352113,0.33380281690140845,0.08169014084507042,9860.670700635841
GDPa1-058,0.20609579100145137,0.09869375907111756,0.40493468795355586,0.059506531204644414,9742.610007142306
GDPa1-059,0.24410540915395285,0.09292649098474341,0.3120665742024965,0.05131761442441054,10223.739167330787
GDPa1-060,0.24571428571428572,0.12857142857142856,0.3585714285714286,0.04428571428571428,10034.403913672952
GDPa1-061,0.2703862660944206,0.16022889842632332,0.34334763948497854,0.034334763948497854,9793.920924058826
GDPa1-062,0.2521489971346705,0.11604584527220631,0.34097421203438394,0.025787965616045846,9777.907416191854
GDPa1-063,0.253671562082777,0.10947930574098798,0.3324432576769025,0.04539385847797063,10626.647580239514
GDPa1-064,0.2410958904109589,0.12602739726027398,0.2945205479452055,0.057534246575342465,10119.206766823192
GDPa1-065,0.25,0.11388888888888889,0.3625,-0.005555555555555556,10131.95802230253
GDPa1-066,0.23949579831932774,0.12324929971988796,0.33473389355742295,0.07142857142857142,10054.821074310807
GDPa1-067,0.2449255751014885,0.12313937753721245,0.32882273342354534,0.07713125845737483,10486.51356376369
GDPa1-068,0.22908093278463648,0.10150891632373114,0.3772290809327846,0.03566529492455418,10089.490338094825
GDPa1-069,0.24277456647398843,0.1069364161849711,0.319364161849711,0.028901734104046242,9805.676426887463
GDPa1-070,0.24033149171270718,0.12154696132596685,0.3798342541436464,0.05662983425414365,10154.724907547163
GDPa1-071,0.2463186077643909,0.12449799196787148,0.36412315930388217,0.013386880856760375,10253.718721954727
GDPa1-072,0.23044096728307253,0.1166429587482219,0.3783783783783784,0.07112375533428165,9833.003876139925
GDPa1-073,0.26558265582655827,0.13956639566395665,0.3428184281842818,0.036585365853658534,10144.293213046509
GDPa1-074,0.2673130193905817,0.15650969529085873,0.33240997229916897,0.027700831024930747,10270.44218569306
GDPa1-075,0.22752043596730245,0.12397820163487738,0.3773841961852861,0.04632152588555858,10415.882081731232
GDPa1-076,0.2710926694329184,0.11894882434301521,0.33195020746887965,0.03319502074688797,10155.798885623073
GDPa1-077,0.2506631299734748,0.1259946949602122,0.3541114058355438,0.09681697612732096,10558.035429727115
GDPa1-078,0.2208955223880597,0.09104477611940298,0.3701492537313433,0.04029850746268657,9741.598178238883
GDPa1-079,0.22126436781609196,0.09770114942528736,0.3735632183908046,0.05603448275862069,9670.678384749675
GDPa1-080,0.25137362637362637,0.1043956043956044,0.33653846153846156,0.04532967032967033,10048.145207161258
GDPa1-081,0.23324022346368714,0.11312849162011174,0.39106145251396646,0.030726256983240222,9841.584386363
GDPa1-082,0.2482468443197756,0.12342215988779803,0.3380084151472651,0.04207573632538569,10229.791815356539
GDPa1-083,0.23249299719887956,0.0896358543417367,0.3333333333333333,0.03221288515406162,10275.318622709736
GDPa1-084,0.26783310901749663,0.12113055181695828,0.32570659488559894,0.05383580080753701,10566.49729469765
GDPa1-085,0.2623413258110014,0.12552891396332863,0.3540197461212976,0.023977433004231313,10061.27784609136
GDPa1-086,0.2536912751677852,0.14093959731543623,0.33422818791946307,0.07114093959731543,10437.102203356359
GDPa1-087,0.23945578231292516,0.11972789115646258,0.3727891156462585,0.02857142857142857,10449.20680912037
GDPa1-088,0.2481962481962482,0.11688311688311688,0.30303030303030304,0.09812409812409813,9988.858751285892
GDPa1-089,0.28804347826086957,0.13858695652173914,0.29891304347826086,0.05298913043478261,10221.29894916354
GDPa1-090,0.2474820143884892,0.08201438848920864,0.3251798561151079,0.053237410071942444,9971.201299446551
GDPa1-091,0.2566995768688293,0.11706629055007052,0.3244005641748942,0.06205923836389281,10213.706246100479
GDPa1-092,0.2563739376770538,0.13456090651558072,0.3385269121813031,0.056657223796033995,10157.9880960256
GDPa1-093,0.2594594594594595,0.1,0.377027027027027,0.024324324324324326,10387.298990235031
GDPa1-094,0.2189265536723164,0.08192090395480225,0.3799435028248588,0.062146892655367235,10057.321764272003
GDPa1-095,0.24193548387096775,0.10483870967741936,0.3387096774193548,0.09005376344086022,10440.99918650229
GDPa1-096,0.2589641434262948,0.1102257636122178,0.33200531208499334,0.01593625498007968,10416.75840292049
GDPa1-097,0.24204702627939143,0.13278008298755187,0.3582295988934993,0.03734439834024896,10195.564442238452
GDPa1-098,0.21954674220963172,0.10198300283286119,0.3895184135977337,0.06373937677053824,10021.168872279846
GDPa1-099,0.26367461430575034,0.10799438990182328,0.33099579242636745,0.06030855539971949,10236.467640269504
GDPa1-100,0.25615050651230103,0.12301013024602026,0.33719247467438496,0.060781476121562955,9754.45854733073
GDPa1-101,0.2482468443197756,0.13183730715287517,0.4067321178120617,0.056100981767180924,9930.759837751113
GDPa1-102,0.26367461430575034,0.12622720897615708,0.3211781206171108,0.07433380084151472,10082.147159733757
GDPa1-103,0.28172942817294283,0.1394700139470014,0.34449093444909346,0.03626220362622036,10035.373241044863
GDPa1-104,0.23236514522821577,0.10650069156293222,0.3789764868603043,0.06915629322268327,10253.266362014125
GDPa1-105,0.23751686909581646,0.12550607287449392,0.3562753036437247,0.022941970310391364,10559.487754873118
GDPa1-106,0.23633879781420766,0.12295081967213115,0.32650273224043713,0.05737704918032787,10291.674056737413
GDPa1-107,0.21338912133891214,0.11436541143654114,0.40585774058577406,0.0599721059972106,10222.579216771695
GDPa1-108,0.2627939142461964,0.11756569847856155,0.3153526970954357,0.056708160442600276,10082.171712437897
GDPa1-109,0.2269021739130435,0.10190217391304347,0.31657608695652173,0.0,10233.850680200407
GDPa1-110,0.24157303370786518,0.12219101123595505,0.3398876404494382,0.0014044943820224719,10082.098092242797
GDPa1-111,0.2546916890080429,0.14343163538873996,0.35254691689008044,0.057640750670241284,10373.913970007156
GDPa1-112,0.22836879432624113,0.09787234042553192,0.32056737588652484,0.09787234042553192,9943.769333762566
GDPa1-113,0.24752475247524752,0.12871287128712872,0.32673267326732675,0.07072135785007072,10075.040445419125
GDPa1-114,0.2718168812589413,0.12875536480686695,0.32761087267525035,0.024320457796852647,9912.134165692487
GDPa1-115,0.25168236877523553,0.10363391655450875,0.3364737550471063,0.052489905787348586,10341.597413456948
GDPa1-116,0.2419127988748242,0.10829817158931083,0.28973277074542897,0.08860759493670886,9914.933860295076
GDPa1-117,0.25691699604743085,0.11857707509881422,0.3214756258234519,0.05533596837944664,10757.597092955004
GDPa1-118,0.2396694214876033,0.10055096418732783,0.3140495867768595,0.04269972451790634,10285.046388475828
GDPa1-119,0.23959827833572453,0.08608321377331421,0.33428981348637016,-0.03012912482065997,9832.875829206494
GDPa1-120,0.24320652173913043,0.10054347826086957,0.3383152173913043,0.08016304347826086,10267.084861432602
GDPa1-121,0.2514367816091954,0.09626436781609195,0.3175287356321839,0.06752873563218391,10053.151137985382
GDPa1-122,0.2577464788732394,0.10845070422535211,0.35352112676056335,0.02676056338028169,9989.96542286559
GDPa1-123,0.2157968970380818,0.10860366713681241,0.36530324400564174,0.09449929478138223,10317.723828238652
GDPa1-124,0.24596774193548387,0.09408602150537634,0.3010752688172043,0.04435483870967742,10221.311390717754
GDPa1-125,0.27158774373259054,0.1532033426183844,0.34958217270194986,0.023676880222841225,10146.381037102092
GDPa1-126,0.24380165289256198,0.12396694214876033,0.3608815426997245,0.045454545454545456,10359.849621927375
GDPa1-127,0.2834008097165992,0.145748987854251,0.33873144399460187,0.02834008097165992,10383.695109383272
GDPa1-128,0.2579310344827586,0.13379310344827586,0.3586206896551724,0.044137931034482755,9939.061892046735
GDPa1-129,0.24755244755244754,0.0993006993006993,0.3258741258741259,0.08811188811188811,10261.010109561745
GDPa1-130,0.23978201634877383,0.09673024523160763,0.33651226158038144,0.04495912806539509,10347.755982586243
GDPa1-131,0.24108416547788872,0.11269614835948645,0.3594864479315264,0.047075606276747506,10330.816469044748
GDPa1-132,0.24731182795698925,0.13978494623655913,0.3655913978494624,0.06048387096774194,10250.384280828459
GDPa1-133,0.24549237170596394,0.14147018030513175,0.3314840499306519,0.044382801664355064,10187.533916568105
GDPa1-134,0.252400548696845,0.13305898491083676,0.36213991769547327,0.037037037037037035,10482.16448301804
GDPa1-135,0.2503311258278146,0.08079470198675497,0.3205298013245033,-0.003973509933774834,10424.659526029413
GDPa1-136,0.21529745042492918,0.0821529745042493,0.386685552407932,0.06657223796033994,10166.54743425507
GDPa1-137,0.22013422818791947,0.08590604026845637,0.35838926174496644,0.07248322147651007,10542.435470824008
GDPa1-138,0.23439667128987518,0.1276005547850208,0.3342579750346741,0.06657420249653259,10133.464725387234
GDPa1-139,0.2601398601398601,0.11468531468531469,0.33146853146853145,0.012587412587412588,10044.53820472078
GDPa1-140,0.25538020086083213,0.10043041606886657,0.3314203730272597,0.05738880918220947,9870.933558533314
GDPa1-141,0.2701612903225806,0.10752688172043011,0.3077956989247312,0.03494623655913978,10578.731210708736
GDPa1-142,0.2558459422283356,0.13204951856946354,0.33012379642365886,0.01925722145804677,10372.571439992984
GDPa1-143,0.2580213903743315,0.12967914438502673,0.32620320855614976,0.04946524064171123,10635.061993633535
GDPa1-144,0.23623188405797102,0.10579710144927536,0.3492753623188406,0.0782608695652174,9752.572361532899
GDPa1-145,0.2383638928067701,0.11988716502115655,0.3723554301833568,0.07193229901269393,10124.000081348382
GDPa1-146,0.25648021828103684,0.13096862210095497,0.330150068212824,0.06821282401091405,10209.93793903836
GDPa1-147,0.2357142857142857,0.09857142857142857,0.37714285714285717,0.05,10103.380089969412
GDPa1-148,0.24751066856330015,0.10241820768136557,0.3314366998577525,0.05263157894736842,10094.049741662144
GDPa1-149,0.22567567567567567,0.12162162162162163,0.39864864864864863,0.03648648648648649,10342.789542480787
GDPa1-150,0.23055555555555557,0.10833333333333334,0.34305555555555556,0.07222222222222222,10013.578192167239
GDPa1-151,0.2650273224043716,0.12021857923497267,0.3237704918032787,0.0273224043715847,10360.8733439197
GDPa1-152,0.22784810126582278,0.09142053445850915,0.340365682137834,0.06751054852320675,9811.936737950102
GDPa1-153,0.265474552957359,0.1155433287482806,0.30261348005502064,0.005502063273727648,10202.451906081958
GDPa1-154,0.25591098748261476,0.13630041724617525,0.36022253129346316,0.07093184979137691,10201.585756458635
GDPa1-155,0.25137362637362637,0.10714285714285714,0.33516483516483514,0.06043956043956044,10056.60030031362
GDPa1-156,0.2476060191518468,0.13406292749658003,0.3844049247606019,0.057455540355677154,10110.604929456262
GDPa1-157,0.24118476727785615,0.0930888575458392,0.31734837799717913,0.05782792665726375,10141.752725413815
GDPa1-158,0.26666666666666666,0.14583333333333334,0.35555555555555557,0.011111111111111112,10015.592370444885
GDPa1-159,0.23586206896551723,0.12,0.3351724137931035,0.02482758620689655,9942.10074982244
GDPa1-160,0.24331926863572434,0.10970464135021098,0.3628691983122363,0.008438818565400843,9968.362482139879
GDPa1-161,0.2563758389261745,0.14630872483221477,0.3651006711409396,0.06711409395973154,10429.761397781285
GDPa1-162,0.22865412445730826,0.10130246020260492,0.34876989869753977,0.027496382054992764,9902.18336311291
GDPa1-163,0.254421768707483,0.09931972789115646,0.32789115646258504,0.08843537414965986,10232.062039592764
GDPa1-164,0.24147727272727273,0.11221590909090909,0.34375,0.01278409090909091,10018.936214307492
GDPa1-165,0.2503457814661134,0.12586445366528354,0.3360995850622407,0.024896265560165973,10236.872345240556
GDPa1-166,0.2719546742209632,0.12464589235127478,0.2988668555240793,0.042492917847025496,10074.061679219914
GDPa1-167,0.26243093922651933,0.11878453038674033,0.3370165745856354,0.055248618784530384,10422.017657919565
GDPa1-168,0.22205663189269748,0.08494783904619971,0.36959761549925485,0.08345752608047691,9709.285766179662
GDPa1-169,0.24022346368715083,0.12011173184357542,0.3463687150837989,0.040502793296089384,9877.944338068517
GDPa1-170,0.21428571428571427,0.06851311953352769,0.39941690962099125,0.027696793002915453,9720.694476717405
GDPa1-171,0.2578875171467764,0.1289437585733882,0.3045267489711934,0.04663923182441701,10319.930742477489
GDPa1-172,0.25098554533508544,0.10775295663600526,0.32982917214191854,0.04862023653088042,10307.663170901376
GDPa1-173,0.23863636363636365,0.11505681818181818,0.37357954545454547,0.05397727272727273,10308.669949222724
GDPa1-174,0.2547683923705722,0.12670299727520437,0.33651226158038144,0.051771117166212535,10053.467877113388
GDPa1-175,0.2574679943100996,0.12802275960170698,0.3357041251778094,0.06685633001422475,9916.125756413483
GDPa1-176,0.2661064425770308,0.12464985994397759,0.35294117647058826,0.04201680672268908,9889.745984857462
GDPa1-177,0.2300140252454418,0.11360448807854137,0.3450210378681627,0.06872370266479663,10011.870011342484
GDPa1-178,0.25634178905206945,0.11081441922563418,0.32443257676902537,0.04672897196261682,10536.02568040116
GDPa1-179,0.2288135593220339,0.09745762711864407,0.3361581920903955,0.0,9995.985019785974
GDPa1-180,0.2660427807486631,0.1163101604278075,0.3181818181818182,0.06951871657754011,10588.090920280625
GDPa1-181,0.2598870056497175,0.11440677966101695,0.3418079096045198,0.062146892655367235,10222.832122217998
GDPa1-182,0.26666666666666666,0.13333333333333333,0.3375,0.030555555555555555,10031.198481818696
GDPa1-183,0.27211796246648795,0.10589812332439678,0.3445040214477212,0.06970509383378017,10640.709729870492
GDPa1-184,0.268361581920904,0.12570621468926554,0.3629943502824859,0.04519774011299435,9898.906373865415
GDPa1-185,0.2265943012211669,0.12211668928086838,0.3649932157394844,0.005427408412483039,10042.096402812405
GDPa1-186,0.2332859174964438,0.112375533428165,0.3413940256045519,0.06258890469416785,9974.770793027683
GDPa1-187,0.2778561354019746,0.1227080394922426,0.3300423131170663,0.05218617771509168,9944.61704319431
GDPa1-188,0.2816326530612245,0.15918367346938775,0.3292517006802721,0.02040816326530612,10162.721241684108
GDPa1-189,0.2354533152909337,0.11907983761840325,0.36941813261163736,0.036535859269282815,10036.84723821859
GDPa1-190,0.260431654676259,0.11798561151079137,0.35251798561151076,0.04892086330935252,9829.904348986258
GDPa1-191,0.24929178470254956,0.12181303116147309,0.37535410764872523,0.05099150141643059,10056.62194277521
GDPa1-192,0.21659634317862167,0.08016877637130802,0.3558368495077356,0.07876230661040788,10078.978067747476
GDPa1-193,0.21529745042492918,0.11331444759206799,0.3328611898016997,0.08498583569405099,10008.528778168378
GDPa1-194,0.2861150070126227,0.12622720897615708,0.3506311360448808,0.06732117812061711,9974.139256235308
GDPa1-195,0.2323943661971831,0.09436619718309859,0.3267605633802817,0.07042253521126761,9957.945556432565
GDPa1-196,0.2403846153846154,0.11263736263736264,0.33516483516483514,0.019230769230769232,10260.004258194966
GDPa1-197,0.26294277929155313,0.1307901907356948,0.3419618528610354,0.05994550408719346,10237.132443575385
GDPa1-198,0.23076923076923078,0.12962962962962962,0.37606837606837606,0.022792022792022793,9760.664887265857
GDPa1-199,0.24177396280400573,0.09585121602288985,0.33047210300429186,0.055793991416309016,9972.892666148777
GDPa1-200,0.23562412342215988,0.09817671809256662,0.3169705469845722,0.05750350631136045,10034.766483093332
GDPa1-201,0.22832369942196531,0.08236994219653179,0.36560693641618497,-0.04190751445086705,9899.329469736967
GDPa1-202,0.24865591397849462,0.11827956989247312,0.30376344086021506,0.04838709677419355,10539.394231836008
GDPa1-203,0.2590027700831025,0.1260387811634349,0.3739612188365651,0.060941828254847646,10510.964377980328
GDPa1-204,0.25487465181058494,0.09331476323119778,0.3788300835654596,0.05013927576601671,9993.528556698635
GDPa1-205,0.2675862068965517,0.11862068965517242,0.3489655172413793,0.013793103448275862,9961.68074129792
GDPa1-206,0.2297111416781293,0.10866574965612105,0.3713892709766162,0.07290233837689133,10102.803664538738
GDPa1-207,0.2995720399429387,0.15121255349500715,0.3195435092724679,0.042796005706134094,9914.298004899354
GDPa1-208,0.25997248968363135,0.1155433287482806,0.3328748280605227,0.03851444291609354,10200.776828303691
GDPa1-209,0.2274011299435028,0.08898305084745763,0.3714689265536723,0.038135593220338986,10147.885739933514
GDPa1-210,0.28360413589364847,0.12998522895125553,0.3249630723781389,0.03249630723781388,9701.818305511068
GDPa1-211,0.2733516483516483,0.11401098901098901,0.32142857142857145,0.05357142857142857,10235.791631500331
GDPa1-212,0.23014804845222073,0.1278600269179004,0.36473755047106327,0.02557200538358008,10260.743368255873
GDPa1-213,0.2574679943100996,0.11806543385490754,0.3613086770981508,0.08108108108108109,9893.991442252069
GDPa1-214,0.2573018080667594,0.12517385257301808,0.36300417246175243,0.08066759388038942,10149.135789906344
GDPa1-215,0.25105189340813466,0.12201963534361851,0.364656381486676,0.06030855539971949,9963.130096866584
GDPa1-216,0.23232323232323232,0.09379509379509379,0.3722943722943723,0.07215007215007214,9781.319977190613
GDPa1-217,0.2310866574965612,0.12104539202200826,0.3700137551581843,0.0577716643741403,10272.216486904832
GDPa1-218,0.2372159090909091,0.08380681818181818,0.3309659090909091,0.029829545454545456,10266.029953474059
GDPa1-219,0.22160664819944598,0.12049861495844875,0.3656509695290859,0.08448753462603878,10237.18399460025
GDPa1-220,0.22065063649222066,0.10466760961810467,0.31541725601131543,0.10466760961810467,9904.07156070636
GDPa1-221,0.23868312757201646,0.10699588477366255,0.33607681755829905,0.04526748971193416,10175.846431740187
GDPa1-222,0.24857142857142858,0.12142857142857143,0.3514285714285714,0.05285714285714286,9900.029604761223
GDPa1-223,0.268188302425107,0.12696148359486448,0.3252496433666191,0.03566333808844508,9828.245206645894
GDPa1-224,0.24893917963224893,0.1272984441301273,0.3635077793493635,0.019801980198019802,9715.633629595864
GDPa1-225,0.24293785310734464,0.12429378531073447,0.3559322033898305,0.0423728813559322,10031.946445609634
GDPa1-226,0.22598870056497175,0.08615819209039548,0.3898305084745763,0.1059322033898305,10015.960672195453
GDPa1-227,0.24899598393574296,0.08701472556894244,0.3453815261044177,0.0428380187416332,10551.45706999869
GDPa1-228,0.24504249291784702,0.08923512747875353,0.3413597733711048,0.08923512747875353,10055.412893866665
GDPa1-229,0.23626373626373626,0.09752747252747253,0.35027472527472525,0.034340659340659344,10095.22818359185
GDPa1-230,0.24820659971305595,0.133428981348637,0.3385939741750359,0.06312769010043041,9951.898238723239
GDPa1-231,0.25336927223719674,0.11185983827493262,0.3045822102425876,0.0215633423180593,10269.930524400303
GDPa1-232,0.26425591098748263,0.14881780250347706,0.3574408901251738,0.08484005563282336,10093.378139659608
GDPa1-233,0.26986301369863014,0.14383561643835616,0.3684931506849315,0.08767123287671233,10154.863508196553
GDPa1-234,0.27211796246648795,0.1380697050938338,0.33646112600536193,0.04423592493297587,10521.360850346238
GDPa1-235,0.2460881934566145,0.10526315789473684,0.35561877667140823,0.04267425320056899,9820.413123954257
GDPa1-236,0.2859154929577465,0.14647887323943662,0.34788732394366195,-0.0014084507042253522,10030.044939499854
GDPa1-237,0.23439667128987518,0.11789181692094314,0.3217753120665742,0.027739251040221916,10111.856169023038
GDPa1-238,0.23314606741573032,0.12921348314606743,0.36235955056179775,0.07303370786516854,10005.824625121206
GDPa1-239,0.2633802816901408,0.12535211267605634,0.3788732394366197,0.035211267605633804,9968.518608994018
GDPa1-240,0.25495376486129456,0.12945838837516513,0.34214002642007924,0.03302509907529723,10531.795658086314
GDPa1-241,0.24653739612188366,0.12326869806094183,0.3670360110803324,0.0443213296398892,10307.908030124372
GDPa1-242,0.27309236947791166,0.14190093708165996,0.34404283801874164,0.06157965194109773,10479.674232710915
GDPa1-243,0.28473177441540576,0.14305364511691884,0.3314993122420908,0.03576341127922971,10043.435596939285
GDPa1-244,0.2543978349120433,0.10554803788903924,0.3261163734776725,0.06089309878213803,10614.502732311355
GDPa1-245,0.23865300146412885,0.11420204978038068,0.39092240117130306,0.05124450951683748,9603.308679925447
GDPa1-246,0.2448700410396717,0.1409028727770178,0.3789329685362517,0.05471956224350205,10354.584525600058
